id,day,pressure,humidity,cloud,sunshine,winddirection,windspeed,rainfall,Temp_unificada
346,347,1022.8,77.0,85.0,0.0,30.0,20.0,0,-3.1966437281327162
347,348,1018.0,92.0,85.0,1.3,40.0,11.8,0,-2.752738686982414
348,349,1017.9,83.0,81.0,0.0,60.0,28.8,1,-2.834134205165111
349,350,1022.4,79.0,70.0,7.9,50.0,19.2,1,-2.192760978414307
350,351,1023.6,85.0,89.0,0.1,40.0,16.0,0,-2.659821620030853
351,352,1019.0,89.0,88.0,0.2,40.0,22.5,0,-2.258727850032823
352,353,1017.4,76.0,88.0,0.3,20.0,30.2,0,-1.1011729677163227
353,354,1017.7,83.0,81.0,0.3,70.0,25.1,1,-1.4782315523704237
354,355,1016.7,79.0,70.0,1.5,40.0,13.9,0,-1.8768130461028356
355,356,1020.6,75.0,81.0,1.5,60.0,25.9,0,-2.3930261659809404
356,357,1017.9,84.0,84.0,5.2,20.0,15.1,1,-1.669454439265757
357,358,1020.3,75.0,91.0,0.0,70.0,27.4,1,-2.6391230698958603
358,359,1023.8,76.0,48.0,7.7,30.0,14.2,1,-1.9510532495978603
359,360,1016.8,97.0,95.0,0.0,40.0,16.0,1,-1.6878622784255857
360,361,1014.3,93.0,91.0,0.2,50.0,26.9,1,-2.364965021180678
361,362,1012.5,95.0,95.0,0.0,60.0,36.0,1,-1.4704049350618194
362,363,1012.4,92.0,88.0,0.0,50.0,32.9,1,-1.0990322584961119
363,364,1022.2,76.0,97.0,0.0,60.0,29.8,1,-2.7587200021798712
364,365,1013.0,94.0,88.0,0.1,60.0,42.0,1,-1.6432605120640342
365,1,1012.2,93.0,96.0,0.2,30.0,20.0,1,-2.8680402164808836
366,2,1013.4,96.0,93.0,0.0,50.0,37.0,1,-1.3773333880192231
367,3,1012.0,75.0,88.0,3.8,40.0,29.6,1,-3.2029846232631467
368,4,1022.9,84.0,80.0,0.4,20.0,59.5,1,-3.75899783774853
369,5,1022.4,75.0,68.0,6.0,70.0,27.6,0,-4.983520041904134
370,6,1015.2,92.0,100.0,0.0,50.0,15.3,1,-4.078254996926692
371,7,1015.2,92.0,94.0,0.0,50.0,27.4,1,-3.7822228127084196
372,8,1022.6,81.0,78.0,2.2,20.0,29.6,0,-4.466666643891266
373,9,1019.5,92.0,100.0,0.0,20.0,28.2,1,-3.9715278393556463
374,10,1022.5,59.0,87.0,0.1,70.0,25.9,1,-4.03877761071708
375,11,1025.6,75.0,84.0,1.3,60.0,30.2,1,-4.027195051973881
376,12,1021.3,77.0,96.0,0.0,40.0,24.4,1,-4.183831959445461
377,13,1024.3,72.0,100.0,0.0,10.0,39.3,0,-3.928122852620853
378,14,1019.0,98.0,100.0,0.0,50.0,28.6,1,-2.693593642974335
379,15,1022.2,52.0,60.0,5.3,40.0,13.6,0,-3.9841466334206044
380,16,1021.2,91.0,80.0,2.2,40.0,19.8,1,-4.017515632683969
381,17,1026.4,72.0,19.0,10.2,20.0,16.5,0,-3.332980339628226
382,18,1023.2,79.0,88.0,0.0,20.0,20.4,1,-3.917883783333914
383,19,1034.6,77.0,95.0,0.0,40.0,16.0,1,-5.746654424640479
384,20,1025.3,47.0,23.0,8.8,10.0,31.8,0,-5.65736724312199
385,21,1020.6,92.0,92.0,0.0,20.0,23.7,1,-2.6569558060239906
386,22,1016.7,90.0,92.0,0.0,40.0,22.1,1,-2.832973909846018
387,23,1027.4,65.0,46.0,7.1,60.0,12.8,0,-1.7983003698284352
388,24,1015.0,95.0,88.0,0.5,70.0,20.8,1,-1.2249816429793705
389,25,1014.8,91.0,86.0,0.7,50.0,19.8,1,-0.8412030742570354
390,26,1012.7,92.0,93.0,0.0,190.0,19.2,1,-0.7299044328932406
391,27,1019.8,89.0,86.0,1.6,110.0,15.3,1,-0.4417163141460016
392,28,1019.8,65.0,49.0,6.7,60.0,27.6,0,-1.0073395196005537
393,29,1017.8,82.0,83.0,2.2,50.0,17.5,0,-0.8257548104058835
394,30,1014.9,90.0,93.0,0.0,70.0,40.4,1,-1.095741645408738
395,31,1014.8,91.0,80.0,0.6,20.0,23.5,1,-1.6969830393385752
396,32,1017.8,79.0,81.0,0.0,50.0,29.8,1,-0.5623177559541829
397,33,1022.6,79.0,95.0,0.2,80.0,28.8,1,-3.1814934607761645
398,34,1013.7,91.0,84.0,0.0,80.0,37.0,1,-0.5734602255678652
399,35,1024.1,77.0,43.0,10.2,40.0,15.1,0,-3.510376506241397
400,36,1013.0,90.0,84.0,0.2,70.0,25.9,1,-1.4154026916876736
401,37,1017.3,85.0,88.0,0.4,40.0,40.4,1,-0.8013921899590694
402,38,1013.0,86.0,92.0,0.0,70.0,15.7,1,-0.4176434788775184
403,39,1015.3,78.0,83.0,0.0,40.0,20.0,0,-1.2805585581131014
404,40,1013.3,88.0,88.0,0.3,40.0,13.6,1,-1.1939388562849234
405,41,1020.8,87.0,88.0,2.4,30.0,40.8,1,-2.8101242480277673
406,42,1020.6,70.0,88.0,2.5,20.0,23.7,1,-2.2939569991731097
407,43,1021.2,77.0,46.0,8.5,20.0,41.3,0,-2.297710190341429
408,44,1022.5,79.0,94.0,0.0,20.0,23.4,1,-3.6715901211977013
409,45,1016.9,85.0,89.0,0.0,210.0,38.3,1,-3.8591881943773916
410,46,1022.5,78.0,84.0,0.0,30.0,42.0,1,-2.148461697894556
411,47,1019.9,81.0,81.0,1.1,50.0,7.9,1,-1.4681026780289552
412,48,1013.7,92.0,95.0,0.0,40.0,14.2,1,-1.7884833472508068
413,49,1015.4,81.0,85.0,2.2,70.0,11.7,1,-1.8759757173331695
414,50,1018.7,78.0,89.0,3.6,90.0,16.7,0,-1.0285752549083074
415,51,1017.1,90.0,100.0,0.0,50.0,27.4,1,-4.002853343506806
416,52,1017.6,95.0,96.0,0.0,50.0,24.2,1,-2.641984265479643
417,53,1016.0,93.0,96.0,0.0,50.0,28.9,1,-1.73989081104782
418,54,1017.8,95.0,100.0,0.0,50.0,23.3,1,-2.6990262599746875
419,55,1017.1,95.0,96.0,0.0,40.0,20.5,1,-2.632626518046389
420,56,1016.8,97.0,96.0,0.0,50.0,34.8,1,-3.052440412345124
421,57,1012.2,84.0,83.0,0.4,100.0,15.8,1,-1.9087616824225635
422,58,1012.0,81.0,83.0,0.7,30.0,23.7,1,-0.8948931434941386
423,59,1014.6,97.0,100.0,0.0,40.0,20.9,1,-2.87858480415482
424,60,1018.1,79.0,51.0,7.9,50.0,8.3,0,-0.5944494365414574
425,61,1014.6,81.0,81.0,4.7,80.0,20.2,1,-0.8911638870681323
426,62,1019.2,95.0,95.0,0.1,50.0,21.6,1,-2.6950334721068265
427,63,1019.7,98.0,100.0,0.0,80.0,40.8,1,-3.123142204519587
428,64,1017.3,80.0,91.0,0.0,80.0,41.4,1,-0.6554637271856181
429,65,1014.8,93.0,100.0,0.0,70.0,30.2,1,-3.2130493357918253
430,66,1021.2,61.0,19.0,10.6,40.0,14.8,0,-2.702236655050631
431,67,1015.2,86.0,80.0,2.4,50.0,22.5,1,-1.7682475140552625
432,68,1017.1,96.0,99.0,0.0,40.0,22.0,1,-3.809759635108625
433,69,1022.5,74.0,40.0,9.1,40.0,16.4,0,-2.938975811532297
434,70,1021.4,93.0,92.0,0.0,40.0,4.5,1,-1.0936110364553424
435,71,1020.6,74.0,49.0,9.5,40.0,9.2,0,-1.9034906132348643
436,72,1014.6,86.0,87.0,0.4,40.0,8.3,0,-0.9047437787149754
437,73,1016.0,75.0,51.0,9.5,70.0,41.4,0,-0.5353388575861249
438,74,1012.5,91.0,88.0,1.0,50.0,12.4,1,-0.22509024634905528
439,75,1017.5,87.0,75.0,3.9,30.0,20.0,0,-1.4689824140047578
440,76,1013.0,87.0,83.0,0.5,40.0,7.9,1,-0.208812001623851
441,77,1013.0,82.0,81.0,0.2,80.0,16.7,1,-0.13730476735804953
442,78,1017.8,98.0,88.0,0.3,120.0,19.8,1,0.20988386447493101
443,79,1013.4,87.0,88.0,1.6,40.0,13.0,1,0.4152425490228295
444,80,1011.4,89.0,85.0,0.6,100.0,22.3,1,-0.683956587689894
445,81,1011.1,91.0,86.0,0.1,40.0,18.6,1,-0.6936639866811624
446,82,1010.4,86.0,88.0,0.2,70.0,22.3,1,-1.0487252579443107
447,83,1006.5,86.0,81.0,2.9,60.0,29.8,1,-2.1614079258339034
448,84,1016.2,89.0,89.0,2.5,70.0,29.8,1,0.41251866554164995
449,85,1014.4,82.0,20.0,10.0,70.0,13.0,0,0.627973917491694
450,86,1008.9,95.0,87.0,0.6,70.0,16.1,1,-1.512045831421926
451,87,1011.5,83.0,88.0,0.3,80.0,28.4,1,-1.585253836876538
452,88,1014.6,94.0,85.0,3.4,80.0,20.2,1,0.630559183166385
453,89,1011.2,86.0,82.0,1.0,70.0,34.0,1,-0.23919820438726147
454,90,1013.9,93.0,85.0,0.1,40.0,20.0,1,-0.18449193948129
455,91,1012.5,93.0,88.0,0.4,30.0,21.6,1,0.6489510089435504
456,92,1011.4,90.0,83.0,0.1,80.0,21.5,1,-0.24304356887458584
457,93,1013.2,90.0,88.0,1.2,190.0,20.4,1,0.6715920863088133
458,94,1013.0,87.0,88.0,0.2,40.0,14.5,1,0.6120221031332257
459,95,1012.5,91.0,88.0,0.0,40.0,24.4,1,-0.6864411754392694
460,96,1008.7,89.0,89.0,1.1,80.0,14.8,1,0.9869844037996783
461,97,1012.4,96.0,88.0,1.6,80.0,25.1,1,0.8206931761688917
462,98,1008.4,91.0,85.0,0.2,80.0,14.8,1,1.1095501482385248
463,99,1016.5,79.0,83.0,2.6,230.0,20.4,1,0.9393874424709356
464,100,1017.4,81.0,80.0,1.2,70.0,20.0,1,0.9667589620560636
465,101,1012.5,76.0,81.0,3.9,80.0,12.8,1,0.7109536556422215
466,102,1014.7,91.0,77.0,1.1,30.0,21.9,1,0.4152240863416286
467,103,1012.4,82.0,85.0,2.2,80.0,33.0,1,0.4053622072593247
468,104,1014.4,80.0,88.0,3.3,80.0,28.8,1,-0.6163942522420811
469,105,1008.4,92.0,88.0,0.6,230.0,13.0,1,1.2591736825592328
470,106,1008.3,93.0,88.0,0.7,130.0,21.6,1,1.635862144730315
471,107,1009.5,83.0,88.0,3.5,180.0,16.9,1,1.3737525565695892
472,108,1008.6,80.0,83.0,2.1,80.0,28.7,1,1.5976757294928925
473,109,1008.4,85.0,82.0,2.2,40.0,9.5,1,1.2583214950126735
474,110,1008.1,85.0,88.0,0.3,220.0,15.3,1,1.673480535668776
475,111,1011.7,88.0,81.0,6.8,260.0,15.9,1,0.9206177031554771
476,112,1008.8,83.0,79.0,3.3,80.0,13.9,1,0.7155167770205836
477,113,1008.3,84.0,88.0,1.0,190.0,15.4,1,1.1517179563842248
478,114,1012.4,81.0,88.0,2.5,50.0,14.3,1,0.9394333134943821
479,115,1012.2,79.0,79.0,6.6,90.0,18.2,1,-0.09156766472111413
480,116,1013.3,86.0,88.0,0.3,20.0,10.2,1,0.7663968515665393
481,117,1012.0,90.0,88.0,0.6,80.0,37.5,1,0.32956547231271255
482,118,1011.6,89.0,86.0,1.9,50.0,37.7,1,0.4137855519019051
483,119,1012.0,89.0,85.0,4.6,70.0,25.1,1,0.7035234145531105
484,120,1007.8,82.0,79.0,6.9,220.0,25.1,1,1.5663099762490198
485,121,1012.4,93.0,88.0,0.6,230.0,28.4,1,0.5166777254264375
486,122,1012.7,92.0,88.0,0.2,90.0,15.9,1,0.47621789627816324
487,123,1007.9,86.0,88.0,0.2,220.0,34.3,1,1.3263191610799254
488,124,1013.3,94.0,88.0,1.0,40.0,28.6,1,0.35521661443317804
489,125,1011.0,93.0,74.0,2.0,25.0,28.4,1,1.5229957280534663
490,126,1011.4,90.0,88.0,0.1,80.0,16.7,1,0.33169478657334023
491,127,1008.6,87.0,82.0,3.8,90.0,22.0,1,0.6280083935555577
492,128,1013.0,84.0,83.0,2.4,220.0,26.8,1,1.1974836109580584
493,129,1007.1,87.0,88.0,0.9,230.0,13.2,1,1.407678325259331
494,130,1008.9,85.0,87.0,0.3,80.0,12.1,1,1.1022322712194268
495,131,1008.9,87.0,81.0,1.6,190.0,9.8,1,1.6436782304999922
496,132,1012.3,90.0,88.0,1.0,80.0,25.9,1,1.3441969048108464
497,133,1007.9,78.0,88.0,6.8,220.0,22.0,1,1.7712323266698253
498,134,1011.6,78.0,69.0,7.4,220.0,8.3,0,1.86616416367634
499,135,1006.5,79.0,72.0,8.5,230.0,30.2,1,2.1771605405433467
500,136,1008.2,82.0,59.0,9.8,230.0,15.2,1,2.3276384315351555
501,137,1007.8,81.0,78.0,8.8,220.0,17.2,1,2.1788602972133853
502,138,1007.5,85.0,88.0,0.4,170.0,18.0,1,1.8557568991161248
503,139,1008.8,89.0,88.0,0.7,220.0,24.2,1,1.8009016359628534
504,140,1008.4,70.0,49.0,11.5,70.0,12.8,0,1.4133388528145272
505,141,1006.1,88.0,84.0,2.3,230.0,31.9,1,2.207775938771747
506,142,1009.3,72.0,40.0,8.8,10.0,6.9,0,0.9222912060890394
507,143,1008.9,78.0,54.0,10.4,220.0,23.2,0,2.089325737722703
508,144,1008.6,78.0,46.0,11.5,170.0,20.5,0,2.1410895953084315
509,145,1004.8,89.0,88.0,0.3,230.0,30.5,1,1.835657525613646
510,146,1008.4,78.0,29.0,10.5,200.0,23.9,0,2.0380462544120572
511,147,1004.2,84.0,74.0,6.7,220.0,11.2,1,1.6863273803755767
512,148,1008.9,70.0,78.0,4.1,250.0,9.1,1,1.4206519615409245
513,149,1009.9,86.0,88.0,1.5,220.0,17.2,1,1.614319758452031
514,150,1009.8,79.0,70.0,8.7,230.0,43.8,0,2.105316355383001
515,151,1008.6,74.0,25.0,10.5,250.0,9.1,0,2.2075137130337783
516,152,1008.4,81.0,60.0,7.8,10.0,43.8,1,2.308524090356875
517,153,1009.8,76.0,20.0,10.2,220.0,35.3,0,2.144774275403759
518,154,1007.8,78.0,55.0,10.2,200.0,9.1,1,2.366270557832829
519,155,1008.5,75.0,40.0,9.0,270.0,16.2,0,2.2362527969044774
520,156,1006.3,90.0,83.0,0.0,230.0,20.0,1,1.4223253243874885
521,157,1009.6,93.0,80.0,0.4,190.0,39.7,1,2.166856414218103
522,158,1006.5,80.0,49.0,11.2,20.0,26.1,0,2.009711337816126
523,159,1009.8,87.0,83.0,2.6,220.0,38.0,1,1.7041015558279087
524,160,1005.7,80.0,88.0,1.0,220.0,12.8,1,2.29813182466055
525,161,1005.1,86.0,84.0,4.6,220.0,21.9,1,2.342447409748079
526,162,1008.1,78.0,68.0,9.6,220.0,11.0,1,2.221029411062972
527,163,1006.8,78.0,53.0,7.8,230.0,14.3,1,2.513775309431836
528,164,1007.9,79.0,60.0,9.7,80.0,22.6,0,2.2614986171444045
529,165,1007.9,72.0,28.0,10.1,220.0,24.9,0,2.567650158683989
530,166,1008.1,80.0,72.0,7.8,230.0,18.4,1,1.9292963736215467
531,167,1008.5,76.0,74.0,6.6,220.0,20.0,1,2.014381050235652
532,168,1008.3,75.0,48.0,10.0,240.0,11.3,0,2.0843557085859192
533,169,1005.4,89.0,88.0,2.3,240.0,15.2,1,1.6442704905090046
534,170,1003.2,79.0,84.0,6.2,230.0,9.6,1,2.13494801597997
535,171,1008.0,74.0,30.0,8.6,240.0,22.5,1,2.35884133126249
536,172,1000.2,78.0,61.0,9.0,80.0,13.6,0,2.4167024720199963
537,173,1008.1,92.0,86.0,0.3,160.0,12.5,1,1.9536587028832455
538,174,1008.1,84.0,85.0,2.0,190.0,12.8,1,2.242411824395367
539,175,1008.9,86.0,88.0,1.0,230.0,19.7,1,2.008970208635694
540,176,1008.6,82.0,79.0,1.4,220.0,13.3,1,1.8754339338477481
541,177,1008.1,89.0,85.0,0.3,190.0,17.3,1,1.5432076057129558
542,178,1008.9,88.0,88.0,0.3,220.0,15.8,1,1.9026439056202233
543,179,1009.9,82.0,67.0,7.7,230.0,30.2,1,2.4060088860987596
544,180,1007.2,85.0,85.0,1.0,220.0,11.8,1,1.8064293089577874
545,181,1009.5,86.0,84.0,1.7,250.0,11.8,1,1.6707739602630272
546,182,1008.5,77.0,72.0,10.4,220.0,14.8,1,2.1102980706644816
547,183,1008.1,79.0,84.0,3.5,220.0,27.3,1,2.333908377305174
548,184,1007.8,84.0,87.0,0.3,240.0,14.2,1,2.051700279062625
549,185,1008.0,72.0,70.0,9.1,230.0,12.5,1,2.0880575566696797
550,186,1010.3,77.0,55.0,10.0,270.0,14.6,1,1.927475167133452
551,187,1008.6,84.0,83.0,3.2,230.0,8.9,1,1.8650141197221795
552,188,1007.8,75.0,67.0,10.1,220.0,14.5,1,2.2322737132077393
553,189,1008.5,84.0,83.0,8.1,230.0,15.4,0,1.9571020692203422
554,190,1005.9,78.0,73.0,10.7,210.0,12.7,0,2.435381633676954
555,191,1009.1,79.0,72.0,6.0,200.0,9.5,1,2.250527935697188
556,192,1007.7,81.0,88.0,1.3,50.0,12.8,1,1.7362094417598686
557,193,1008.2,77.0,79.0,10.2,230.0,20.0,0,2.2473907991931963
558,194,1008.5,72.0,44.0,6.0,230.0,13.9,0,2.2888873047179654
559,195,1008.1,74.0,29.0,9.1,240.0,14.2,0,2.315512224290044
560,196,1008.9,78.0,21.0,11.1,210.0,11.1,0,2.191821535027742
561,197,1009.3,75.0,53.0,10.0,220.0,10.3,0,2.2063578960507675
562,198,1006.9,82.0,62.0,11.1,220.0,16.9,0,2.1033097966443153
563,199,1008.9,78.0,57.0,10.3,220.0,16.2,1,1.842665136746787
564,200,1009.2,71.0,35.0,11.2,110.0,12.0,0,2.2284504153059235
565,201,1007.8,79.0,78.0,10.6,200.0,12.0,1,2.533339688908333
566,202,1011.0,75.0,53.0,8.3,220.0,6.9,0,1.779794149031896
567,203,1008.4,74.0,47.0,10.1,20.0,12.6,1,1.7997713493826615
568,204,1009.1,74.0,53.0,8.2,290.0,25.1,0,2.2398503631586144
569,205,1008.8,67.0,46.0,8.1,230.0,18.1,1,1.7226422507764945
570,206,1008.9,85.0,83.0,1.6,220.0,6.1,1,1.6233291698137802
571,207,1009.5,70.0,43.0,10.3,180.0,13.0,1,1.8489213783456824
572,208,1005.3,77.0,49.0,9.5,220.0,21.5,0,2.4918352522412905
573,209,1008.9,71.0,46.0,6.4,230.0,9.5,1,1.8823006179628612
574,210,1008.9,81.0,78.0,3.1,190.0,6.1,1,2.2357190975712635
575,211,1009.8,84.0,67.0,3.0,120.0,10.2,1,1.8560331312214486
576,212,1008.6,86.0,88.0,1.2,230.0,21.6,1,1.8654540577535796
577,213,1005.6,80.0,80.0,0.9,130.0,24.8,1,2.0135014543468475
578,214,1008.5,89.0,88.0,0.9,70.0,17.5,1,1.4827623538865287
579,215,1007.5,79.0,83.0,2.8,220.0,23.9,1,2.3100911423362724
580,216,1005.9,84.0,78.0,7.6,220.0,14.8,1,1.5636114830836603
581,217,1003.5,82.0,84.0,1.5,80.0,12.0,1,1.4500280328494308
582,218,1005.9,77.0,47.0,8.8,130.0,10.2,1,1.4419048538259926
583,219,1005.8,76.0,53.0,9.5,10.0,12.9,1,1.4792473038442435
584,220,1000.2,77.0,43.0,9.3,60.0,10.2,0,2.2359849382246573
585,221,1007.5,79.0,77.0,2.3,190.0,9.5,0,2.197090575177898
586,222,1007.8,84.0,67.0,6.5,270.0,15.3,1,1.0486733207950825
587,223,1008.1,78.0,69.0,8.7,220.0,11.1,0,2.285878394568533
588,224,1008.4,82.0,67.0,7.7,110.0,14.5,1,2.0702558217769846
589,225,1008.9,81.0,88.0,6.8,220.0,7.9,1,2.0991693052219227
590,226,1011.7,76.0,69.0,5.3,250.0,12.8,1,1.796038197867233
591,227,1012.5,75.0,44.0,9.1,20.0,9.1,0,2.160041374155287
592,228,1010.7,87.0,88.0,0.1,130.0,17.5,1,1.4515881571942084
593,229,1011.5,81.0,88.0,1.1,100.0,15.3,1,1.0341600408763376
594,230,1011.1,84.0,47.0,7.6,240.0,18.6,1,2.212061975635248
595,231,1008.1,82.0,80.0,4.3,220.0,28.5,1,2.3483095843390203
596,232,1011.4,74.0,32.0,9.1,10.0,11.9,0,1.498055997559647
597,233,1010.5,86.0,88.0,1.6,60.0,22.4,1,1.0331633224074421
598,234,1007.8,81.0,70.0,7.2,220.0,24.5,1,2.296993315752971
599,235,1008.5,91.0,85.0,5.7,190.0,8.9,1,1.0518163704149222
600,236,1008.0,84.0,30.0,7.7,220.0,12.1,0,0.9797650563750951
601,237,1006.7,80.0,88.0,0.6,230.0,40.0,1,1.66436655129229
602,238,1007.0,87.0,67.0,6.3,80.0,37.5,1,1.5604340974869548
603,239,1010.9,79.0,49.0,6.4,200.0,22.5,0,0.9978692660984717
604,240,1013.3,73.0,49.0,9.5,80.0,22.9,0,1.0869331664963138
605,241,1009.6,72.0,46.0,11.0,200.0,27.3,0,2.0026865586945526
606,242,1010.5,76.0,86.0,1.4,220.0,24.4,1,1.0367520830875319
607,243,1008.3,87.0,85.0,0.3,180.0,9.9,1,1.1747839729169978
608,244,1010.5,86.0,84.0,2.5,90.0,9.2,1,1.03160694205397
609,245,1010.8,78.0,46.0,8.1,80.0,16.6,0,1.591128548109897
610,246,1010.5,84.0,56.0,6.9,220.0,9.5,0,1.417089745782425
611,247,1011.5,72.0,28.0,4.9,80.0,16.9,0,1.603115274127865
612,248,1005.7,84.0,77.0,3.9,220.0,26.3,1,1.8380766250526042
613,249,1008.4,82.0,88.0,1.2,70.0,28.5,1,1.753985926423741
614,250,1009.8,79.0,81.0,3.2,220.0,40.4,1,1.7376182586458062
615,251,1005.7,79.0,30.0,7.2,230.0,38.0,0,2.161899214820669
616,252,1014.5,79.0,46.0,10.3,70.0,31.8,0,1.1784000128634535
617,253,1008.9,82.0,62.0,2.5,230.0,16.5,0,2.0031321296678044
618,254,1006.1,81.0,78.0,7.8,230.0,27.1,1,1.9147669402331398
619,255,1005.5,75.0,38.0,11.0,70.0,13.1,1,1.9772999625347139
620,256,1011.6,81.0,81.0,3.8,40.0,44.7,0,1.371656423680057
621,257,1013.9,87.0,89.0,2.2,200.0,25.0,1,1.7506048757648651
622,258,1006.8,93.0,93.0,0.5,110.0,39.5,1,2.107417106695613
623,259,1005.9,93.0,94.0,0.0,220.0,28.0,1,1.2282445546275662
624,260,1010.3,89.0,93.0,0.6,80.0,12.1,0,0.872280627165074
625,261,1011.4,82.0,60.0,8.3,280.0,12.7,0,1.0926167653731675
626,262,1006.3,85.0,84.0,0.6,290.0,38.3,1,1.1763761240271007
627,263,1012.5,61.0,47.0,7.9,50.0,8.7,0,1.1680182787060562
628,264,1015.7,76.0,49.0,10.8,60.0,14.3,0,0.7386001126399054
629,265,1015.5,77.0,62.0,8.9,130.0,30.0,1,1.6948456409257404
630,266,1013.7,97.0,88.0,1.2,100.0,41.4,1,0.41346359987125075
631,267,1016.3,94.0,95.0,0.2,70.0,26.4,1,0.5779428578601019
632,268,1013.2,74.0,20.0,8.6,70.0,20.5,0,0.5208805325270527
633,269,1014.6,76.0,20.0,10.1,70.0,26.5,1,0.14757644474515677
634,270,1012.9,74.0,44.0,9.3,80.0,17.2,0,0.7161253415973734
635,271,1013.0,77.0,51.0,9.8,60.0,16.4,0,0.2463477441342675
636,272,1010.9,81.0,61.0,5.9,40.0,21.9,1,-0.17180303868283509
637,273,1018.2,70.0,53.0,8.0,70.0,36.0,0,0.07897901757023683
638,274,1010.3,70.0,86.0,3.4,20.0,40.0,1,-0.8023863190424292
639,275,1016.3,85.0,88.0,0.3,20.0,10.9,1,1.333160746064331
640,276,1017.8,79.0,82.0,2.4,80.0,27.9,1,0.5942017654723324
641,277,1016.7,83.0,81.0,0.3,80.0,22.2,1,0.44215134065739065
642,278,1014.9,79.0,77.0,5.9,160.0,22.2,1,0.5558755778226507
643,279,1015.0,82.0,75.0,5.3,120.0,12.8,1,0.6079238788299717
644,280,1017.0,82.0,88.0,1.5,70.0,15.7,1,0.24577841413141943
645,281,1012.4,70.0,60.0,8.8,70.0,20.8,1,-0.512095279858036
646,282,1011.4,77.0,51.0,3.4,20.0,24.9,0,-0.6671662899559889
647,283,1017.6,81.0,81.0,1.4,80.0,37.0,1,0.40523281528787686
648,284,1010.3,80.0,58.0,5.7,30.0,23.7,0,0.09629118840566074
649,285,1020.8,75.0,72.0,7.7,90.0,14.1,0,0.38303399617667283
650,286,1012.4,81.0,76.0,7.7,70.0,27.4,1,-0.2724251220268278
651,287,1016.2,83.0,77.0,7.7,80.0,30.3,0,0.6865657959777035
652,288,1010.5,79.0,67.0,8.5,50.0,13.0,0,0.40137043391023636
653,289,1016.6,79.0,69.0,5.0,40.0,22.4,1,0.3588786557074556
654,290,1013.4,82.0,74.0,6.4,30.0,25.1,1,0.029647672409475773
655,291,1019.4,85.0,58.0,7.8,70.0,21.6,1,0.6156059652162397
656,292,1017.8,84.0,67.0,6.7,100.0,11.1,1,1.2205874272850064
657,293,1012.6,84.0,72.0,6.6,30.0,25.0,1,0.6064727948248955
658,294,1017.8,85.0,88.0,2.7,50.0,39.5,1,0.15881295583464894
659,295,1015.2,76.0,48.0,7.8,60.0,15.1,1,0.8880965642007058
660,296,1017.4,85.0,81.0,0.4,70.0,28.2,1,-0.1418474080287857
661,297,1019.0,87.0,87.0,0.7,50.0,28.6,1,-0.5236283526623619
662,298,1017.7,89.0,88.0,1.2,80.0,23.3,1,0.4797570419435008
663,299,1015.0,90.0,81.0,2.0,70.0,15.3,1,0.4860751679485053
664,300,1017.6,88.0,88.0,0.5,70.0,23.9,1,0.2145459369372977
665,301,1018.1,86.0,80.0,3.9,70.0,16.5,0,0.23150212073293866
666,302,1017.8,86.0,84.0,1.0,70.0,15.3,0,0.4049476485326267
667,303,1015.5,84.0,88.0,3.6,70.0,9.0,1,1.020640879029834
668,304,1018.9,90.0,78.0,4.5,80.0,15.3,1,0.775380009191812
669,305,1019.7,89.0,84.0,1.1,80.0,26.1,1,0.24659857491265247
670,306,1014.5,82.0,66.0,6.3,80.0,29.6,1,0.4743633683319752
671,307,1017.6,89.0,86.0,2.3,80.0,17.2,1,0.6676093987077679
672,308,1014.6,82.0,85.0,1.2,50.0,16.9,1,0.5373498927490742
673,309,1016.4,76.0,78.0,5.8,70.0,8.3,1,-0.20740432833256472
674,310,1020.6,75.0,59.0,5.1,20.0,20.0,0,-0.9022822720698803
675,311,1021.6,83.0,84.0,0.5,60.0,11.9,1,-0.3382183165283317
676,312,1016.2,79.0,85.0,0.0,40.0,28.7,1,-1.3965657262093683
677,313,1021.1,75.0,88.0,0.9,40.0,16.2,1,-1.579843275450576
678,314,1017.5,91.0,88.0,0.0,50.0,31.8,1,-1.2107636300826914
679,315,1016.4,76.0,88.0,8.6,70.0,26.8,1,-1.71774823361825
680,316,1018.2,87.0,84.0,4.4,40.0,27.0,1,-0.8191940649387626
681,317,1016.5,91.0,88.0,0.2,40.0,9.8,1,-1.4159091227656397
682,318,1017.5,93.0,93.0,0.4,70.0,21.9,1,-1.6026239851411
683,319,1019.0,75.0,43.0,9.3,20.0,26.8,0,-1.4005411949906805
684,320,1020.0,88.0,80.0,3.3,60.0,24.0,1,-2.0266347734246017
685,321,1020.3,75.0,66.0,3.3,20.0,23.3,0,-1.7951792356959884
686,322,1018.1,83.0,89.0,0.6,20.0,15.7,1,-1.3740333979986925
687,323,1020.6,75.0,95.0,0.0,10.0,26.1,1,-2.491208658167231
688,324,1019.1,91.0,85.0,0.1,30.0,15.4,1,-2.1961776707539356
689,325,1016.8,95.0,87.0,0.0,50.0,21.4,1,-1.2195741251097236
690,326,1015.9,95.0,95.0,0.0,60.0,40.0,1,-2.09290642908534
691,327,1020.9,75.0,43.0,9.5,60.0,20.4,0,-0.7961325157309532
692,328,1018.2,81.0,78.0,2.2,60.0,10.3,1,-1.242526482879716
693,329,1017.0,77.0,78.0,0.4,60.0,23.7,1,-1.3743184246669449
