id,day,pressure,humidity,cloud,sunshine,winddirection,windspeed,Temp_unificada
2545,356,1018.5,93.0,88.0,0.0,50.0,14.7,-1.6557724140711487
2546,357,1019.0,91.0,88.0,0.0,40.0,19.8,-1.5154533284549176
2547,358,1016.0,86.0,88.0,0.0,70.0,31.2,-1.609420203070028
2548,359,1025.3,93.0,85.0,0.0,40.0,20.0,-2.1385451176524826
2549,360,1019.9,97.0,97.0,0.0,50.0,26.8,-2.624952466257811
2550,361,1014.4,90.0,54.0,7.3,50.0,14.1,-2.4721556196166183
2551,362,1012.5,86.0,70.0,6.2,50.0,24.4,-1.2053672553662227
2552,363,1018.0,90.0,96.0,0.1,80.0,24.8,-1.1447724857102977
2553,364,1018.1,97.0,97.0,0.0,70.0,29.2,-2.6800592786290305
2554,365,1014.2,94.0,88.0,0.0,70.0,43.1,-1.4437506818348738
2555,1,1013.3,90.0,91.0,0.0,60.0,43.8,-1.899241085000064
2556,2,1018.5,97.0,96.0,0.0,20.0,25.0,-3.0591941683379136
2557,3,1017.0,78.0,76.0,8.3,30.0,52.8,-2.5682219491487674
2558,4,1017.1,91.0,100.0,0.0,50.0,35.1,-4.036042063159305
2559,5,1020.9,97.0,96.0,0.0,20.0,59.5,-3.5297948199362414
2560,6,1021.3,65.0,88.0,0.0,20.0,52.8,-3.2367978163993247
2561,7,1024.4,64.0,87.0,0.0,20.0,22.0,-4.442784447804783
2562,8,1024.1,77.0,88.0,0.0,70.0,33.2,-4.551553914580822
2563,9,1017.4,81.0,100.0,0.0,30.0,39.7,-3.1536330316562178
2564,10,1016.0,90.0,100.0,0.0,50.0,33.4,-2.762860970343275
2565,11,1026.4,77.0,94.0,0.0,30.0,26.1,-3.9585013791166035
2566,12,1012.0,94.0,100.0,0.2,50.0,22.8,-3.6165817759741468
2567,13,1017.7,79.0,95.0,0.0,60.0,44.7,-3.509967062204247
2568,14,1024.3,83.0,93.0,0.0,40.0,23.4,-3.4652657949659362
2569,15,1023.9,79.0,88.0,0.0,20.0,18.4,-4.0834590992413915
2570,16,1017.1,75.0,20.0,8.4,20.0,39.3,-3.932831651285383
2571,17,1021.2,75.0,44.0,10.2,40.0,17.2,-3.952517491626652
2572,18,1022.2,77.0,93.0,0.0,40.0,15.3,-4.077102252620136
2573,19,1020.6,48.0,22.0,9.8,30.0,26.2,-3.767051807256552
2574,20,1020.6,39.0,0.0,10.2,20.0,24.8,-4.53446073334183
2575,21,1019.9,98.0,100.0,0.0,40.0,15.1,-3.2832124273559176
2576,22,1017.6,95.0,90.0,0.1,50.0,59.5,-2.4551185534725413
2577,23,1017.6,98.0,97.0,0.0,70.0,24.4,-1.7623694711995521
2578,24,1020.3,78.0,67.0,0.0,10.0,15.7,-1.8990194848483914
2579,25,1013.3,93.0,88.0,0.0,40.0,33.5,-0.7261398045548064
2580,26,1013.5,90.0,83.0,3.6,50.0,19.3,-0.5013029886037605
2581,27,1015.2,77.0,66.0,9.8,10.0,38.0,-0.9291589356514699
2582,28,1019.6,79.0,78.0,0.9,140.0,15.3,-0.9319013703992634
2583,29,1014.7,83.0,86.0,0.1,30.0,17.2,-0.9380064499001343
2584,30,1017.9,79.0,71.0,2.2,60.0,19.0,-0.5365182265025924
2585,31,1015.8,92.0,88.0,0.0,80.0,22.1,-1.2002217147900522
2586,32,1017.9,92.0,95.0,0.0,50.0,14.2,-1.400890343245148
2587,33,1016.3,76.0,64.0,10.1,40.0,15.4,-2.855445803228507
2588,34,1016.9,79.0,93.0,0.1,60.0,35.3,-1.432950351466095
2589,35,1012.5,83.0,61.0,6.5,50.0,14.1,-2.597579290310426
2590,36,1014.2,91.0,79.0,0.0,80.0,11.7,-0.6608544572812347
2591,37,1023.8,91.0,92.0,0.0,40.0,14.6,-2.053989841861981
2592,38,1012.5,89.0,81.0,1.0,40.0,9.2,-0.6448286186328938
2593,39,1019.0,91.0,80.0,2.0,20.0,11.8,-2.319451842463303
2594,40,1022.5,92.0,95.0,0.0,20.0,23.9,-0.6553388206432831
2595,41,1019.9,90.0,94.0,0.0,70.0,44.7,-3.476870792977134
2596,42,1024.3,76.0,83.0,1.2,20.0,25.2,-3.2816638592384177
2597,43,1020.2,65.0,60.0,9.5,40.0,9.2,-2.4815546782197893
2598,44,1019.9,85.0,93.0,0.0,20.0,29.2,-3.3214483261346635
2599,45,1022.6,77.0,49.0,8.1,40.0,8.7,-1.7514803707571398
2600,46,1020.3,81.0,88.0,0.1,60.0,33.2,-2.4152628236331872
2601,47,1013.5,90.0,89.0,1.2,70.0,40.8,-1.32316506412125
2602,48,1014.0,75.0,89.0,0.1,50.0,20.8,-2.095847410989871
2603,49,1013.1,76.0,69.0,10.5,40.0,15.9,-3.050470639835914
2604,50,1022.9,79.0,91.0,0.0,20.0,19.6,-3.159277718559882
2605,51,1019.7,95.0,100.0,0.0,50.0,25.1,-3.1827234000734412
2606,52,1024.1,79.0,100.0,2.4,30.0,14.5,-3.3835465849741526
2607,53,1019.7,95.0,100.0,0.0,50.0,24.9,-2.3669054786621313
2608,54,1018.3,86.0,82.0,2.1,100.0,18.6,-1.291284468069199
2609,55,1017.1,85.0,90.0,0.0,60.0,35.1,-2.052329918336324
2610,56,1012.5,97.0,95.0,0.0,40.0,25.1,-1.7891218684802632
2611,57,1012.4,88.0,69.0,6.6,70.0,14.6,-0.9811943127929668
2612,58,1017.1,90.0,83.0,3.7,70.0,9.0,-0.9408494003385186
2613,59,1012.3,80.0,70.0,9.9,60.0,12.6,-1.4301207495385784
2614,60,1012.0,90.0,81.0,1.6,30.0,13.8,-0.6288428724496014
2615,61,1012.5,97.0,88.0,0.0,40.0,16.0,-1.2744130818072528
2616,62,1012.5,94.0,88.0,0.0,40.0,20.7,-1.219992166585298
2617,63,1018.7,98.0,98.0,0.0,60.0,26.1,-1.919316781884176
2618,64,1015.9,98.0,97.0,0.7,40.0,29.0,-1.8886372224390733
2619,65,1015.2,86.0,88.0,0.0,70.0,33.4,-1.6700375962765364
2620,66,1017.2,86.0,83.0,1.3,60.0,16.0,-1.8550573580683545
2621,67,1019.9,78.0,88.0,0.2,20.0,18.0,-2.5748013176358118
2622,68,1016.8,92.0,95.0,0.0,30.0,13.9,-1.5825307788755607
2623,69,1015.0,95.0,95.0,0.0,20.0,40.0,-2.527563182837089
2624,70,1016.4,90.0,100.0,0.0,40.0,20.7,-2.952487111968882
2625,71,1019.9,96.0,91.0,0.0,40.0,17.5,-3.0515381008198177
2626,72,1017.4,79.0,73.0,7.2,70.0,13.3,-0.7722729241975558
2627,73,1013.0,72.0,57.0,9.8,30.0,8.9,-0.5260272840276101
2628,74,1012.0,95.0,83.0,3.7,70.0,28.3,-0.4228341238414473
2629,75,1015.7,76.0,82.0,6.1,40.0,23.9,-0.727471515104672
2630,76,1013.7,87.0,84.0,1.5,70.0,17.5,-0.8755103861459403
2631,77,1014.1,92.0,88.0,0.4,40.0,4.5,-0.6056215848234603
2632,78,1013.3,91.0,78.0,8.2,50.0,19.8,0.20803627233627975
2633,79,1012.0,91.0,88.0,0.5,40.0,6.1,0.31688231330085714
2634,80,1010.3,77.0,68.0,4.5,40.0,16.9,-1.321007793605425
2635,81,1011.3,95.0,95.0,0.0,60.0,30.6,-1.4865505070819873
2636,82,1010.3,97.0,90.0,0.0,40.0,22.5,-1.902310168045798
2637,83,1011.0,87.0,90.0,0.2,70.0,11.7,-0.8234739377793561
2638,84,1008.9,75.0,88.0,0.3,30.0,24.3,-1.4971325718145934
2639,85,1012.4,76.0,66.0,6.2,70.0,31.2,-0.06002473162177658
2640,86,1007.6,97.0,88.0,0.3,30.0,13.3,-0.6152185957350789
2641,87,1008.1,82.0,89.0,0.1,70.0,15.5,0.11548311209825522
2642,88,1008.1,86.0,88.0,0.2,70.0,12.5,0.11559555951479178
2643,89,1015.0,92.0,81.0,1.1,80.0,29.8,-0.1374288008028007
2644,90,1011.4,90.0,85.0,1.6,80.0,12.0,0.22872582625483415
2645,91,1012.6,91.0,88.0,3.9,70.0,11.3,0.5396718961927653
2646,92,1017.1,87.0,89.0,2.7,240.0,8.6,-0.185220270576971
2647,93,1013.3,95.0,89.0,0.5,240.0,15.3,0.2618242304392317
2648,94,1009.1,94.0,85.0,0.6,240.0,17.2,0.6914817122830398
2649,95,1014.9,88.0,88.0,1.7,50.0,26.0,-0.19016053975161715
2650,96,1010.9,98.0,87.0,1.5,70.0,28.3,0.9611257212418722
2651,97,1016.2,95.0,81.0,2.1,80.0,9.5,0.8493061148953467
2652,98,1009.1,85.0,83.0,0.2,40.0,10.2,0.730073758833591
2653,99,1012.4,89.0,77.0,5.7,200.0,15.2,0.769629337602803
2654,100,1014.5,82.0,88.0,3.2,80.0,19.8,1.0677494841083965
2655,101,1010.2,76.0,88.0,1.5,80.0,12.8,0.574226181559188
2656,102,1015.6,94.0,82.0,2.1,80.0,11.3,0.6863154953865405
2657,103,1013.3,78.0,88.0,0.1,160.0,30.2,0.38813515159849404
2658,104,1012.7,89.0,83.0,3.5,70.0,26.3,0.6287188323937236
2659,105,1008.2,89.0,88.0,1.8,190.0,17.2,1.0874444624398674
2660,106,1009.1,80.0,84.0,3.5,80.0,12.6,1.3253978410671727
2661,107,1008.4,89.0,85.0,0.3,40.0,12.6,1.3816167704607385
2662,108,1016.4,91.0,88.0,0.5,210.0,11.7,1.230204355949474
2663,109,1012.0,82.0,82.0,3.2,80.0,24.9,0.9376022659815584
2664,110,1013.4,78.0,86.0,5.1,120.0,24.2,0.8505660898326315
2665,111,1013.2,75.0,85.0,3.7,70.0,13.1,0.8477392608575673
2666,112,1013.0,83.0,90.0,2.9,40.0,24.4,0.8380588293338049
2667,113,1013.4,75.0,83.0,2.2,200.0,28.8,1.3543205217546177
2668,114,1011.4,85.0,84.0,2.4,80.0,27.0,0.5201457358155132
2669,115,1008.5,90.0,79.0,1.8,110.0,16.4,0.6427576352653794
2670,116,1013.4,87.0,88.0,1.5,20.0,14.5,1.2225673307400782
2671,117,1014.0,86.0,88.0,2.6,100.0,39.3,1.1324911070661943
2672,118,1010.0,91.0,82.0,0.4,20.0,28.3,0.06598873498767503
2673,119,1012.2,82.0,85.0,2.2,80.0,38.0,0.7709633397192641
2674,120,1007.8,85.0,84.0,1.8,220.0,9.8,1.717103395963198
2675,121,1012.0,76.0,69.0,3.8,20.0,33.5,0.8185426916683046
2676,122,1012.4,80.0,86.0,3.8,80.0,38.3,0.8695821162718953
2677,123,1006.7,87.0,82.0,2.2,50.0,24.4,1.1490855851474884
2678,124,1007.7,87.0,84.0,0.6,230.0,20.0,1.240367212558301
2679,125,1010.3,79.0,70.0,8.3,80.0,13.8,1.202955802520428
2680,126,1012.5,81.0,70.0,6.8,70.0,25.1,0.6548752847242516
2681,127,1013.2,93.0,84.0,1.6,60.0,33.4,0.9769428060802596
2682,128,1007.8,93.0,88.0,0.8,230.0,16.3,1.3808702934766193
2683,129,1008.9,82.0,80.0,3.7,200.0,17.2,1.6296792116682288
2684,130,1009.2,85.0,89.0,1.3,230.0,27.1,1.827096709005758
2685,131,1008.8,81.0,79.0,4.3,220.0,33.5,2.065284168612275
2686,132,1009.3,79.0,85.0,1.6,20.0,20.7,1.5505437387917338
2687,133,1010.2,82.0,84.0,2.2,220.0,18.1,2.088189872377639
2688,134,1006.7,82.0,84.0,1.8,230.0,25.0,2.2162862379873967
2689,135,1008.8,87.0,83.0,2.0,220.0,22.8,2.280245029347222
2690,136,1005.9,84.0,77.0,1.6,230.0,35.3,2.1078644609492625
2691,137,1008.1,81.0,78.0,7.8,220.0,26.2,2.37815031951441
2692,138,1008.5,84.0,88.0,2.1,40.0,16.5,1.7252917483003938
2693,139,1008.1,83.0,78.0,2.2,200.0,13.0,1.6093881317772638
2694,140,1008.0,82.0,69.0,3.0,300.0,39.5,1.8553833522779721
2695,141,1008.2,84.0,87.0,1.2,230.0,55.5,1.8089705319423208
2696,142,1007.5,85.0,93.0,0.1,230.0,32.4,0.9595018362699097
2697,143,1007.9,79.0,82.0,7.6,220.0,44.7,1.764513486788225
2698,144,1009.2,76.0,39.0,11.0,220.0,30.0,2.1990263131340777
2699,145,1004.2,78.0,38.0,8.8,220.0,20.8,1.4883200889785755
2700,146,1006.3,74.0,19.0,10.1,220.0,12.1,2.103178377571232
2701,147,1004.5,79.0,77.0,1.1,100.0,30.6,1.7876285441426503
2702,148,1005.8,74.0,69.0,3.9,220.0,39.7,1.320914826417647
2703,149,1006.7,93.0,88.0,0.0,230.0,18.0,1.2802116312341103
2704,150,1006.1,70.0,48.0,9.3,10.0,52.8,2.255965231000348
2705,151,1008.4,72.0,22.0,11.1,230.0,25.2,2.2088692777515
2706,152,1007.6,81.0,87.0,1.6,100.0,35.3,2.3610724427329237
2707,153,1007.8,65.0,75.0,8.2,104.863151,17.2,2.33461790495576
2708,154,1008.6,89.0,83.0,3.9,220.0,11.7,2.3834637044296714
2709,155,1009.5,74.0,30.0,10.8,220.0,15.8,2.340853530066417
2710,156,1008.5,78.0,32.0,10.8,50.0,7.9,2.1990767726472202
2711,157,1009.1,73.0,46.0,10.0,220.0,10.7,2.3347673067652583
2712,158,1007.5,84.0,46.0,7.8,220.0,12.4,2.3309573416997837
2713,159,1007.9,81.0,77.0,6.5,220.0,10.2,2.5106957355598905
2714,160,1008.4,81.0,88.0,9.3,230.0,17.3,2.4202837243743716
2715,161,1004.2,86.0,88.0,1.5,220.0,12.5,1.6982090919801853
2716,162,1007.5,78.0,38.0,11.1,230.0,20.2,2.229970967427138
2717,163,1009.1,87.0,79.0,3.9,200.0,16.5,1.8676396921619063
2718,164,1008.5,78.0,39.0,10.4,130.0,11.0,2.2263306373216967
2719,165,1008.1,79.0,78.0,5.9,220.0,15.7,2.2624310426297094
2720,166,1007.2,72.0,40.0,10.2,230.0,20.5,2.339571404248022
2721,167,1009.5,89.0,88.0,1.0,190.0,28.3,2.1455654672821534
2722,168,1008.1,73.0,70.0,11.0,240.0,26.2,2.3137204142330656
2723,169,1002.2,82.0,88.0,0.6,220.0,21.3,2.217701270315953
2724,170,1000.0,73.0,41.0,10.8,230.0,11.3,2.270365710115945
2725,171,1008.8,84.0,88.0,3.5,240.0,24.4,1.952335576108047
2726,172,1008.1,75.0,55.0,11.3,250.0,9.9,2.35815643873049
2727,173,1003.5,90.0,60.0,8.5,210.0,11.0,1.8688939820177417
2728,174,1006.1,87.0,69.0,7.4,90.0,23.7,2.0973165863735512
2729,175,1008.5,79.0,66.0,6.6,240.0,14.2,2.281783230416627
2730,176,1009.8,75.0,59.0,10.4,160.0,25.0,2.2459180674299817
2731,177,1009.5,87.0,81.0,3.2,250.0,14.5,1.908850700217159
2732,178,1008.9,84.0,80.0,7.2,220.0,14.8,2.35630036223371
2733,179,1007.8,79.0,77.0,6.6,230.0,24.0,2.311516422055292
2734,180,1008.1,89.0,89.0,1.1,220.0,30.2,1.7925207737038789
2735,181,1001.0,77.0,78.0,7.7,220.0,25.2,1.9870275782844047
2736,182,1010.5,82.0,85.0,1.5,230.0,30.5,1.6562407672232466
2737,183,1005.7,74.0,29.0,10.2,220.0,14.0,2.2524729847529352
2738,184,1008.1,81.0,88.0,8.8,220.0,16.5,2.073855374459396
2739,185,1004.4,72.0,40.0,6.3,210.0,23.9,1.8161946043888184
2740,186,1010.9,76.0,49.0,9.1,250.0,11.1,2.193174888984491
2741,187,1009.5,84.0,57.0,9.0,180.0,14.3,1.714107679700139
2742,188,1007.8,77.0,49.0,10.7,220.0,14.1,1.8684078190814821
2743,189,1008.9,76.0,79.0,5.6,220.0,9.4,1.7216816445575607
2744,190,1007.5,87.0,74.0,5.3,230.0,22.8,2.071548072855288
2745,191,1008.1,74.0,32.0,9.2,220.0,19.6,2.3103088538614047
2746,192,1008.1,73.0,57.0,10.3,220.0,15.1,2.1771810673196996
2747,193,1008.5,75.0,58.0,6.8,40.0,22.4,1.9798714047658392
2748,194,1008.2,81.0,67.0,9.1,20.0,12.8,2.2914720817582297
2749,195,1011.4,72.0,29.0,11.4,220.0,6.9,2.2235536680806662
2750,196,1008.2,74.0,32.0,11.8,160.0,12.8,2.1400087645640262
2751,197,1008.4,75.0,38.0,10.8,10.0,8.0,1.8655950950057067
2752,198,1005.3,74.0,48.0,10.0,10.0,13.7,2.1783679591932583
2753,199,1007.5,72.0,40.0,10.6,290.0,23.7,2.0527331072968824
2754,200,1008.1,75.0,43.0,9.2,280.0,22.2,2.628587961253941
2755,201,1011.4,75.0,66.0,6.9,10.0,19.8,2.5705747555399596
2756,202,1005.1,75.0,61.0,6.4,240.0,4.5,2.5926874172685683
2757,203,1011.2,73.0,40.0,10.8,240.0,20.2,1.7912160243349007
2758,204,1008.4,81.0,83.0,5.5,290.0,26.2,1.8694561193634325
2759,205,1000.0,71.0,54.0,10.6,290.0,25.0,2.1918772414818832
2760,206,1011.6,77.0,72.0,10.2,100.0,11.1,1.5412749125797243
2761,207,1010.5,65.0,50.0,7.7,20.0,12.6,1.6331840587544733
2762,208,1006.2,84.0,81.0,6.0,240.0,15.8,1.7663118452961772
2763,209,1008.0,73.0,29.0,11.4,170.0,26.2,2.143059277970531
2764,210,1008.5,75.0,43.0,10.0,20.0,13.7,1.7811674439796112
2765,211,1005.9,89.0,80.0,6.6,220.0,19.4,1.4994051857827986
2766,212,1005.2,87.0,86.0,4.3,180.0,12.4,1.7725404673739171
2767,213,1008.1,75.0,58.0,9.5,300.0,11.0,2.390346333782762
2768,214,1009.4,74.0,32.0,8.3,100.0,10.9,2.2103604128226157
2769,215,1008.1,87.0,88.0,0.1,80.0,19.6,1.5052155733518866
2770,216,1005.8,86.0,81.0,6.8,220.0,23.3,1.6435723210819049
2771,217,1008.5,84.0,88.0,1.8,90.0,9.4,1.6530993575022075
2772,218,1006.5,84.0,66.0,6.3,220.0,16.0,1.3213713627704062
2773,219,1007.3,74.0,32.0,10.2,70.0,9.2,1.729745136366419
2774,220,1005.9,78.0,57.0,9.2,60.0,15.7,2.297981251034362
2775,221,1008.2,89.0,88.0,2.1,230.0,14.8,1.9766092462036764
2776,222,1008.4,83.0,53.0,10.2,230.0,14.1,1.4313417079260404
2777,223,1007.1,81.0,86.0,1.2,30.0,17.2,2.0487617011461263
2778,224,1000.0,81.0,72.0,7.0,220.0,12.6,2.0749064389774152
2779,225,1008.5,89.0,84.0,1.0,220.0,12.9,1.0711502342621682
2780,226,1011.5,90.0,86.0,1.8,220.0,19.8,1.214408104040728
2781,227,1011.4,85.0,70.0,6.5,200.0,10.0,1.3915573594230473
2782,228,1001.7,93.0,87.0,0.6,20.0,20.5,1.4917138360994289
2783,229,1008.5,81.0,60.0,8.1,230.0,23.9,1.209689374400362
2784,230,1012.2,90.0,86.0,0.6,60.0,24.9,1.27243265041793
2785,231,1011.2,87.0,85.0,2.2,100.0,27.6,1.2663585847858063
2786,232,1012.0,81.0,88.0,1.5,80.0,7.3,0.9858215203066604
2787,233,1012.8,87.0,82.0,2.5,80.0,22.0,1.064797568661905
2788,234,1010.4,79.0,79.0,1.4,230.0,27.3,1.8023378495889957
2789,235,1008.8,82.0,79.0,6.4,220.0,11.3,1.8101546595798117
2790,236,1009.1,93.0,85.0,1.4,220.0,39.9,1.3917951487537772
2791,237,1011.9,72.0,66.0,7.2,80.0,29.3,1.0788184594493
2792,238,1013.0,82.0,88.0,2.0,100.0,29.8,1.9704428674720957
2793,239,1008.4,93.0,88.0,0.5,220.0,39.5,1.36766990685252
2794,240,1013.9,74.0,56.0,7.7,110.0,6.1,1.598151813042925
2795,241,1013.3,90.0,51.0,8.3,90.0,14.5,1.452921229613675
2796,242,1011.1,84.0,50.0,5.6,70.0,30.3,1.447132648589356
2797,243,1009.9,91.0,88.0,0.6,230.0,30.0,1.3469059814184468
2798,244,1013.5,79.0,51.0,3.1,240.0,39.3,1.5116988243960368
2799,245,1008.5,81.0,88.0,1.4,200.0,37.0,1.2952431202384564
2800,246,1012.2,81.0,67.0,2.4,60.0,24.4,1.7782646405951166
2801,247,1010.6,77.0,56.0,7.3,80.0,12.8,1.45860301880323
2802,248,1009.9,81.0,83.0,3.1,240.0,37.7,1.7271266180315128
2803,249,1008.5,81.0,80.0,5.6,80.0,39.5,1.8378413363317005
2804,250,1006.6,84.0,88.0,3.3,230.0,20.9,2.1443950707079336
2805,251,1007.7,81.0,88.0,2.4,220.0,9.6,1.8633683226680384
2806,252,1005.7,84.0,56.0,9.1,220.0,11.9,1.2831900056923398
2807,253,1009.1,74.0,48.0,9.5,70.0,13.4,1.7867123333650454
2808,254,1006.2,81.0,88.0,3.0,160.0,10.2,1.9819570385025371
2809,255,1008.1,87.0,85.0,0.6,230.0,25.1,1.5367534083590615
2810,256,1009.1,75.0,46.0,10.0,20.0,9.0,1.0398283820409542
2811,257,1005.2,92.0,88.0,0.6,220.0,38.0,1.4206870032995047
2812,258,1011.0,81.0,91.0,1.6,20.0,12.8,1.8388136622042208
2813,259,1005.4,91.0,88.0,0.6,220.0,22.6,1.103772124386039
2814,260,1005.7,93.0,88.0,0.2,200.0,35.6,1.296978861564231
2815,261,1014.6,75.0,55.0,4.0,300.0,20.0,1.7193574738180952
2816,262,1008.8,79.0,60.0,6.0,70.0,40.0,1.5890749587810475
2817,263,1013.0,76.0,46.0,11.0,240.0,10.7,0.5324148036479144
2818,264,1016.8,78.0,47.0,8.6,60.0,14.5,1.231692697284845
2819,265,1018.7,90.0,69.0,3.2,20.0,9.5,1.7871070002076637
2820,266,1012.7,75.0,51.0,8.5,110.0,15.8,1.154084015480757
2821,267,1016.8,87.0,84.0,3.1,70.0,28.6,0.9215387252682179
2822,268,1018.1,76.0,43.0,9.4,110.0,34.8,0.8794897146355274
2823,269,1006.9,92.0,88.0,0.0,220.0,22.9,0.37138401323201775
2824,270,1012.6,90.0,88.0,0.3,10.0,40.8,0.5094303612370528
2825,271,1013.7,86.0,72.0,5.0,120.0,44.7,-0.03224561466079524
2826,272,1015.9,70.0,38.0,8.6,200.0,20.8,1.2850724140912209
2827,273,1016.9,89.0,86.0,1.4,90.0,39.5,0.9617374715952145
2828,274,1016.8,78.0,53.0,10.1,20.0,43.8,0.6640346154828224
2829,275,1011.2,87.0,88.0,0.6,120.0,40.0,0.8125190855493236
2830,276,1012.2,71.0,28.0,7.6,10.0,10.7,0.643049366517681
2831,277,1011.3,86.0,84.0,0.6,50.0,9.5,-0.37312593711825004
2832,278,1017.9,81.0,78.0,3.5,70.0,20.5,0.9845242171403947
2833,279,1017.9,84.0,61.0,4.6,210.0,11.9,1.1057196674767833
2834,280,1012.0,76.0,49.0,9.5,10.0,11.1,0.8134475811056008
2835,281,1018.9,82.0,85.0,2.6,20.0,20.5,0.12757858117633986
2836,282,1011.3,75.0,56.0,6.0,40.0,9.0,-0.9686506976802871
2837,283,1014.9,83.0,83.0,1.0,70.0,15.7,0.48443371248956063
2838,284,1013.4,81.0,84.0,3.8,80.0,39.7,0.14973133536999714
2839,285,1018.1,82.0,81.0,3.1,30.0,13.0,0.08190539140120319
2840,286,1013.2,61.0,20.0,8.8,60.0,9.1,0.5485906733845383
2841,287,1018.9,73.0,47.0,5.7,50.0,20.5,0.2289421828768143
2842,288,1014.8,70.0,69.0,5.7,40.0,35.1,0.3519870510134065
2843,289,1010.4,80.0,82.0,2.5,80.0,11.7,0.7518418393967053
2844,290,1013.3,76.0,60.0,2.4,40.0,16.9,0.6662890671737378
2845,291,1016.5,85.0,85.0,1.0,30.0,24.5,0.2207528569244909
2846,292,1010.6,82.0,87.0,2.8,70.0,20.2,1.097696268132974
2847,293,1013.5,82.0,81.0,8.0,20.0,28.5,0.7963465798278759
2848,294,1020.6,82.0,88.0,1.8,80.0,22.0,0.5161437294661295
2849,295,1016.5,77.0,88.0,3.5,50.0,12.5,-0.2681658356285766
2850,296,1015.2,84.0,83.0,6.5,80.0,41.3,-0.2240659724788059
2851,297,1018.2,87.0,88.0,0.6,70.0,15.9,0.12361113881986957
2852,298,1018.4,86.0,88.0,3.5,70.0,14.5,-0.14230789907986774
2853,299,1018.6,89.0,88.0,0.1,70.0,28.3,0.1632320990073279
2854,300,1017.8,89.0,88.0,0.0,40.0,27.3,-0.1405419018918076
2855,301,1015.8,90.0,81.0,0.3,80.0,30.5,-0.11996744123260472
2856,302,1014.5,87.0,88.0,2.5,70.0,31.9,-0.03357924294123769
2857,303,1016.5,93.0,88.0,1.3,80.0,13.0,0.7167771941492049
2858,304,1019.1,80.0,75.0,1.0,60.0,21.3,0.6137193603729276
2859,305,1017.0,81.0,88.0,1.1,80.0,31.9,0.10973713233228716
2860,306,1015.0,81.0,69.0,5.9,70.0,16.5,0.44649762044461444
2861,307,1016.2,87.0,84.0,1.2,90.0,15.1,0.6288837853871101
2862,308,1014.7,89.0,82.0,2.2,70.0,30.2,0.1915242707516783
2863,309,1014.4,93.0,81.0,0.3,40.0,16.0,-0.666104124289555
2864,310,1017.5,80.0,83.0,0.0,70.0,32.9,-1.071776903053968
2865,311,1016.9,74.0,81.0,4.7,20.0,30.2,-1.398286372979327
2866,312,1016.8,89.0,88.0,1.0,20.0,23.3,-1.6669552918295703
2867,313,1014.5,91.0,84.0,2.6,50.0,33.5,-1.1406359994565198
2868,314,1014.3,76.0,88.0,0.7,70.0,25.0,-1.7085931403203043
2869,315,1016.8,75.0,46.0,6.0,70.0,28.0,-1.0016181425847788
2870,316,1017.1,76.0,49.0,7.7,20.0,9.1,-1.0312916378866468
2871,317,1018.7,82.0,89.0,0.0,70.0,20.5,-1.6480609878465575
2872,318,1014.5,92.0,91.0,0.0,50.0,39.7,-1.3386350502844582
2873,319,1020.8,84.0,90.0,0.4,50.0,16.0,-1.9516217701958003
2874,320,1017.7,79.0,93.0,0.0,10.0,21.9,-2.3409993471673873
2875,321,1022.7,85.0,90.0,0.0,70.0,28.0,-2.243238776843052
2876,322,1017.0,76.0,49.0,8.6,70.0,29.8,-0.9397731652605545
2877,323,1018.6,95.0,91.0,0.0,60.0,19.3,-2.1208446508000875
2878,324,1015.6,90.0,91.0,3.4,60.0,22.0,-2.2820417503768993
2879,325,1019.9,79.0,95.0,0.0,60.0,27.1,-2.0910389758768044
2880,326,1017.2,92.0,77.0,0.0,50.0,20.5,-1.804251955444622
2881,327,1016.4,95.0,91.0,0.0,60.0,38.3,-2.107833915059848
2882,328,1015.9,90.0,88.0,1.8,40.0,35.3,-1.2093392907957632
2883,329,1017.1,85.0,88.0,1.0,20.0,26.4,-2.1504158102907476
2884,330,1021.9,78.0,69.0,5.1,30.0,31.9,-2.8406970050962213
2885,331,1020.8,79.0,94.0,0.0,70.0,43.8,-3.8934983696623657
2886,332,1024.1,75.0,91.0,0.3,10.0,28.3,-3.868282973892845
2887,333,1024.1,79.0,78.0,3.9,70.0,46.3,-3.593772722938543
2888,334,1019.7,95.0,93.0,0.0,50.0,19.4,-2.7952768708932596
2889,335,1021.4,75.0,49.0,8.1,10.0,35.3,-2.8019374880425976
2890,336,1022.2,59.0,89.0,0.0,20.0,23.5,-3.941651889516496
2891,337,1022.5,95.0,95.0,0.0,20.0,27.9,-3.6847213270737877
2892,338,1020.3,78.0,77.0,0.1,60.0,24.2,-2.693471536351877
2893,339,1026.4,75.0,51.0,8.8,20.0,25.0,-2.5720988482434306
2894,340,1023.9,75.0,49.0,8.4,20.0,33.2,-2.9735106540617466
2895,341,1025.9,79.0,79.0,3.3,40.0,15.4,-2.367457622795747
2896,342,1018.9,83.0,83.0,2.7,60.0,12.4,-2.716365456284224
2897,343,1025.9,68.0,53.0,9.1,50.0,28.4,-3.020616443913358
2898,344,1022.8,78.0,20.0,9.1,20.0,33.2,-3.2330110746635423
2899,345,1020.4,75.0,89.0,2.2,60.0,22.5,-2.6418921252837078
2900,346,1020.1,72.0,49.0,9.3,60.0,18.0,-2.8469010858928003
